origin_city,origin_state,destination_city,destination_state,lane_set,why_this_lane
Raleigh,NC,Seattle,WA,tier1_core,high demand metro to metro lane
Raleigh,NC,Tacoma,WA,tier1_core,high demand metro to metro lane
Raleigh,NC,Portland,OR,tier1_core,high demand metro to metro lane
Raleigh,NC,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Raleigh,NC,Denver,CO,tier1_core,high demand metro to metro lane
Raleigh,NC,Dallas,TX,tier1_core,high demand metro to metro lane
Raleigh,NC,Fort Worth,TX,tier1_core,high demand metro to metro lane
Raleigh,NC,Houston,TX,tier1_core,high demand metro to metro lane
Raleigh,NC,San Antonio,TX,tier1_core,high demand metro to metro lane
Raleigh,NC,Austin,TX,tier1_core,high demand metro to metro lane
Raleigh,NC,Kansas City,MO,tier1_core,high demand metro to metro lane
Raleigh,NC,St Louis,MO,tier1_core,high demand metro to metro lane
Raleigh,NC,Chicago,IL,tier1_core,high demand metro to metro lane
Raleigh,NC,Indianapolis,IN,tier1_core,high demand metro to metro lane
Raleigh,NC,Columbus,OH,tier1_core,high demand metro to metro lane
Raleigh,NC,Cincinnati,OH,tier1_core,high demand metro to metro lane
Raleigh,NC,Cleveland,OH,tier1_core,high demand metro to metro lane
Raleigh,NC,Detroit,MI,tier1_core,high demand metro to metro lane
Raleigh,NC,Minneapolis,MN,tier1_core,high demand metro to metro lane
Raleigh,NC,Milwaukee,WI,tier1_core,high demand metro to metro lane
Raleigh,NC,Nashville,TN,tier1_core,high demand metro to metro lane
Raleigh,NC,Memphis,TN,tier1_core,high demand metro to metro lane
Raleigh,NC,Atlanta,GA,tier1_core,high demand metro to metro lane
Raleigh,NC,Charlotte,NC,tier1_core,high demand metro to metro lane
Raleigh,NC,Jacksonville,FL,tier1_core,high demand metro to metro lane
Raleigh,NC,Orlando,FL,tier1_core,high demand metro to metro lane
Raleigh,NC,Tampa,FL,tier1_core,high demand metro to metro lane
Raleigh,NC,Miami,FL,tier1_core,high demand metro to metro lane
Raleigh,NC,New York,NY,tier1_core,high demand metro to metro lane
Raleigh,NC,Newark,NJ,tier1_core,high demand metro to metro lane
Raleigh,NC,Philadelphia,PA,tier1_core,high demand metro to metro lane
Raleigh,NC,Baltimore,MD,tier1_core,high demand metro to metro lane
Jacksonville,FL,Los Angeles,CA,tier1_core,high demand metro to metro lane
Jacksonville,FL,Long Beach,CA,tier1_core,high demand metro to metro lane
Jacksonville,FL,San Francisco,CA,tier1_core,high demand metro to metro lane
Jacksonville,FL,Oakland,CA,tier1_core,high demand metro to metro lane
Jacksonville,FL,San Diego,CA,tier1_core,high demand metro to metro lane
Jacksonville,FL,Phoenix,AZ,tier1_core,high demand metro to metro lane
Jacksonville,FL,Las Vegas,NV,tier1_core,high demand metro to metro lane
Jacksonville,FL,Seattle,WA,tier1_core,high demand metro to metro lane
Jacksonville,FL,Tacoma,WA,tier1_core,high demand metro to metro lane
Jacksonville,FL,Portland,OR,tier1_core,high demand metro to metro lane
Jacksonville,FL,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Jacksonville,FL,Denver,CO,tier1_core,high demand metro to metro lane
Jacksonville,FL,Dallas,TX,tier1_core,high demand metro to metro lane
Jacksonville,FL,Fort Worth,TX,tier1_core,high demand metro to metro lane
Jacksonville,FL,Houston,TX,tier1_core,high demand metro to metro lane
Jacksonville,FL,San Antonio,TX,tier1_core,high demand metro to metro lane
Jacksonville,FL,Austin,TX,tier1_core,high demand metro to metro lane
Jacksonville,FL,Kansas City,MO,tier1_core,high demand metro to metro lane
Jacksonville,FL,St Louis,MO,tier1_core,high demand metro to metro lane
Jacksonville,FL,Chicago,IL,tier1_core,high demand metro to metro lane
Jacksonville,FL,Indianapolis,IN,tier1_core,high demand metro to metro lane
Jacksonville,FL,Columbus,OH,tier1_core,high demand metro to metro lane
Jacksonville,FL,Cincinnati,OH,tier1_core,high demand metro to metro lane
Jacksonville,FL,Cleveland,OH,tier1_core,high demand metro to metro lane
Jacksonville,FL,Detroit,MI,tier1_core,high demand metro to metro lane
Jacksonville,FL,Minneapolis,MN,tier1_core,high demand metro to metro lane
Jacksonville,FL,Milwaukee,WI,tier1_core,high demand metro to metro lane
Jacksonville,FL,Nashville,TN,tier1_core,high demand metro to metro lane
Jacksonville,FL,Memphis,TN,tier1_core,high demand metro to metro lane
Jacksonville,FL,Atlanta,GA,tier1_core,high demand metro to metro lane
Jacksonville,FL,Charlotte,NC,tier1_core,high demand metro to metro lane
Jacksonville,FL,Raleigh,NC,tier1_core,high demand metro to metro lane
Jacksonville,FL,Orlando,FL,tier1_core,high demand metro to metro lane
Jacksonville,FL,Tampa,FL,tier1_core,high demand metro to metro lane
Jacksonville,FL,Miami,FL,tier1_core,high demand metro to metro lane
Jacksonville,FL,New York,NY,tier1_core,high demand metro to metro lane
Jacksonville,FL,Newark,NJ,tier1_core,high demand metro to metro lane
Jacksonville,FL,Philadelphia,PA,tier1_core,high demand metro to metro lane
Jacksonville,FL,Baltimore,MD,tier1_core,high demand metro to metro lane
Orlando,FL,Los Angeles,CA,tier1_core,high demand metro to metro lane
Orlando,FL,Long Beach,CA,tier1_core,high demand metro to metro lane
Orlando,FL,San Francisco,CA,tier1_core,high demand metro to metro lane
Orlando,FL,Oakland,CA,tier1_core,high demand metro to metro lane
Orlando,FL,San Diego,CA,tier1_core,high demand metro to metro lane
Orlando,FL,Phoenix,AZ,tier1_core,high demand metro to metro lane
Orlando,FL,Las Vegas,NV,tier1_core,high demand metro to metro lane
Orlando,FL,Seattle,WA,tier1_core,high demand metro to metro lane
Orlando,FL,Tacoma,WA,tier1_core,high demand metro to metro lane
Orlando,FL,Portland,OR,tier1_core,high demand metro to metro lane
Orlando,FL,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Orlando,FL,Denver,CO,tier1_core,high demand metro to metro lane
Orlando,FL,Dallas,TX,tier1_core,high demand metro to metro lane
Orlando,FL,Fort Worth,TX,tier1_core,high demand metro to metro lane
Orlando,FL,Houston,TX,tier1_core,high demand metro to metro lane
Orlando,FL,San Antonio,TX,tier1_core,high demand metro to metro lane
Orlando,FL,Austin,TX,tier1_core,high demand metro to metro lane
Orlando,FL,Kansas City,MO,tier1_core,high demand metro to metro lane
Orlando,FL,St Louis,MO,tier1_core,high demand metro to metro lane
Orlando,FL,Chicago,IL,tier1_core,high demand metro to metro lane
Orlando,FL,Indianapolis,IN,tier1_core,high demand metro to metro lane
Orlando,FL,Columbus,OH,tier1_core,high demand metro to metro lane
Orlando,FL,Cincinnati,OH,tier1_core,high demand metro to metro lane
Orlando,FL,Cleveland,OH,tier1_core,high demand metro to metro lane
Orlando,FL,Detroit,MI,tier1_core,high demand metro to metro lane
Orlando,FL,Minneapolis,MN,tier1_core,high demand metro to metro lane
Orlando,FL,Milwaukee,WI,tier1_core,high demand metro to metro lane
Orlando,FL,Nashville,TN,tier1_core,high demand metro to metro lane
Orlando,FL,Memphis,TN,tier1_core,high demand metro to metro lane
Orlando,FL,Atlanta,GA,tier1_core,high demand metro to metro lane
Orlando,FL,Charlotte,NC,tier1_core,high demand metro to metro lane
Orlando,FL,Raleigh,NC,tier1_core,high demand metro to metro lane
Orlando,FL,Jacksonville,FL,tier1_core,high demand metro to metro lane
Orlando,FL,Tampa,FL,tier1_core,high demand metro to metro lane
Orlando,FL,Miami,FL,tier1_core,high demand metro to metro lane
Orlando,FL,New York,NY,tier1_core,high demand metro to metro lane
Orlando,FL,Newark,NJ,tier1_core,high demand metro to metro lane
Orlando,FL,Philadelphia,PA,tier1_core,high demand metro to metro lane
Orlando,FL,Baltimore,MD,tier1_core,high demand metro to metro lane
Tampa,FL,Los Angeles,CA,tier1_core,high demand metro to metro lane
Tampa,FL,Long Beach,CA,tier1_core,high demand metro to metro lane
Tampa,FL,San Francisco,CA,tier1_core,high demand metro to metro lane
Tampa,FL,Oakland,CA,tier1_core,high demand metro to metro lane
Tampa,FL,San Diego,CA,tier1_core,high demand metro to metro lane
Tampa,FL,Phoenix,AZ,tier1_core,high demand metro to metro lane
Tampa,FL,Las Vegas,NV,tier1_core,high demand metro to metro lane
Tampa,FL,Seattle,WA,tier1_core,high demand metro to metro lane
Tampa,FL,Tacoma,WA,tier1_core,high demand metro to metro lane
Tampa,FL,Portland,OR,tier1_core,high demand metro to metro lane
Tampa,FL,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Tampa,FL,Denver,CO,tier1_core,high demand metro to metro lane
Tampa,FL,Dallas,TX,tier1_core,high demand metro to metro lane
Tampa,FL,Fort Worth,TX,tier1_core,high demand metro to metro lane
Tampa,FL,Houston,TX,tier1_core,high demand metro to metro lane
Tampa,FL,San Antonio,TX,tier1_core,high demand metro to metro lane
Tampa,FL,Austin,TX,tier1_core,high demand metro to metro lane
Tampa,FL,Kansas City,MO,tier1_core,high demand metro to metro lane
Tampa,FL,St Louis,MO,tier1_core,high demand metro to metro lane
Tampa,FL,Chicago,IL,tier1_core,high demand metro to metro lane
Tampa,FL,Indianapolis,IN,tier1_core,high demand metro to metro lane
Tampa,FL,Columbus,OH,tier1_core,high demand metro to metro lane
Tampa,FL,Cincinnati,OH,tier1_core,high demand metro to metro lane
Tampa,FL,Cleveland,OH,tier1_core,high demand metro to metro lane
Tampa,FL,Detroit,MI,tier1_core,high demand metro to metro lane
Tampa,FL,Minneapolis,MN,tier1_core,high demand metro to metro lane
Tampa,FL,Milwaukee,WI,tier1_core,high demand metro to metro lane
Tampa,FL,Nashville,TN,tier1_core,high demand metro to metro lane
Tampa,FL,Memphis,TN,tier1_core,high demand metro to metro lane
Tampa,FL,Atlanta,GA,tier1_core,high demand metro to metro lane
Tampa,FL,Charlotte,NC,tier1_core,high demand metro to metro lane
Tampa,FL,Raleigh,NC,tier1_core,high demand metro to metro lane
Tampa,FL,Jacksonville,FL,tier1_core,high demand metro to metro lane
Tampa,FL,Orlando,FL,tier1_core,high demand metro to metro lane
Tampa,FL,Miami,FL,tier1_core,high demand metro to metro lane
Tampa,FL,New York,NY,tier1_core,high demand metro to metro lane
Tampa,FL,Newark,NJ,tier1_core,high demand metro to metro lane
Tampa,FL,Philadelphia,PA,tier1_core,high demand metro to metro lane
Tampa,FL,Baltimore,MD,tier1_core,high demand metro to metro lane
Miami,FL,Los Angeles,CA,tier1_core,high demand metro to metro lane
Miami,FL,Long Beach,CA,tier1_core,high demand metro to metro lane
Miami,FL,San Francisco,CA,tier1_core,high demand metro to metro lane
Miami,FL,Oakland,CA,tier1_core,high demand metro to metro lane
Miami,FL,San Diego,CA,tier1_core,high demand metro to metro lane
Miami,FL,Phoenix,AZ,tier1_core,high demand metro to metro lane
Miami,FL,Las Vegas,NV,tier1_core,high demand metro to metro lane
Miami,FL,Seattle,WA,tier1_core,high demand metro to metro lane
Miami,FL,Tacoma,WA,tier1_core,high demand metro to metro lane
Miami,FL,Portland,OR,tier1_core,high demand metro to metro lane
Miami,FL,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Miami,FL,Denver,CO,tier1_core,high demand metro to metro lane
Miami,FL,Dallas,TX,tier1_core,high demand metro to metro lane
Miami,FL,Fort Worth,TX,tier1_core,high demand metro to metro lane
Miami,FL,Houston,TX,tier1_core,high demand metro to metro lane
Miami,FL,San Antonio,TX,tier1_core,high demand metro to metro lane
Miami,FL,Austin,TX,tier1_core,high demand metro to metro lane
Miami,FL,Kansas City,MO,tier1_core,high demand metro to metro lane
Miami,FL,St Louis,MO,tier1_core,high demand metro to metro lane
Miami,FL,Chicago,IL,tier1_core,high demand metro to metro lane
Miami,FL,Indianapolis,IN,tier1_core,high demand metro to metro lane
Miami,FL,Columbus,OH,tier1_core,high demand metro to metro lane
Miami,FL,Cincinnati,OH,tier1_core,high demand metro to metro lane
Miami,FL,Cleveland,OH,tier1_core,high demand metro to metro lane
Miami,FL,Detroit,MI,tier1_core,high demand metro to metro lane
Miami,FL,Minneapolis,MN,tier1_core,high demand metro to metro lane
Miami,FL,Milwaukee,WI,tier1_core,high demand metro to metro lane
Miami,FL,Nashville,TN,tier1_core,high demand metro to metro lane
Miami,FL,Memphis,TN,tier1_core,high demand metro to metro lane
Miami,FL,Atlanta,GA,tier1_core,high demand metro to metro lane
Miami,FL,Charlotte,NC,tier1_core,high demand metro to metro lane
Miami,FL,Raleigh,NC,tier1_core,high demand metro to metro lane
Miami,FL,Jacksonville,FL,tier1_core,high demand metro to metro lane
Miami,FL,Orlando,FL,tier1_core,high demand metro to metro lane
Miami,FL,Tampa,FL,tier1_core,high demand metro to metro lane
Miami,FL,New York,NY,tier1_core,high demand metro to metro lane
Miami,FL,Newark,NJ,tier1_core,high demand metro to metro lane
Miami,FL,Philadelphia,PA,tier1_core,high demand metro to metro lane
Miami,FL,Baltimore,MD,tier1_core,high demand metro to metro lane
New York,NY,Los Angeles,CA,tier1_core,high demand metro to metro lane
New York,NY,Long Beach,CA,tier1_core,high demand metro to metro lane
New York,NY,San Francisco,CA,tier1_core,high demand metro to metro lane
New York,NY,Oakland,CA,tier1_core,high demand metro to metro lane
New York,NY,San Diego,CA,tier1_core,high demand metro to metro lane
New York,NY,Phoenix,AZ,tier1_core,high demand metro to metro lane
New York,NY,Las Vegas,NV,tier1_core,high demand metro to metro lane
New York,NY,Seattle,WA,tier1_core,high demand metro to metro lane
New York,NY,Tacoma,WA,tier1_core,high demand metro to metro lane
New York,NY,Portland,OR,tier1_core,high demand metro to metro lane
New York,NY,Salt Lake City,UT,tier1_core,high demand metro to metro lane
New York,NY,Denver,CO,tier1_core,high demand metro to metro lane
New York,NY,Dallas,TX,tier1_core,high demand metro to metro lane
New York,NY,Fort Worth,TX,tier1_core,high demand metro to metro lane
New York,NY,Houston,TX,tier1_core,high demand metro to metro lane
New York,NY,San Antonio,TX,tier1_core,high demand metro to metro lane
New York,NY,Austin,TX,tier1_core,high demand metro to metro lane
New York,NY,Kansas City,MO,tier1_core,high demand metro to metro lane
New York,NY,St Louis,MO,tier1_core,high demand metro to metro lane
New York,NY,Chicago,IL,tier1_core,high demand metro to metro lane
New York,NY,Indianapolis,IN,tier1_core,high demand metro to metro lane
New York,NY,Columbus,OH,tier1_core,high demand metro to metro lane
New York,NY,Cincinnati,OH,tier1_core,high demand metro to metro lane
New York,NY,Cleveland,OH,tier1_core,high demand metro to metro lane
New York,NY,Detroit,MI,tier1_core,high demand metro to metro lane
New York,NY,Minneapolis,MN,tier1_core,high demand metro to metro lane
New York,NY,Milwaukee,WI,tier1_core,high demand metro to metro lane
New York,NY,Nashville,TN,tier1_core,high demand metro to metro lane
New York,NY,Memphis,TN,tier1_core,high demand metro to metro lane
New York,NY,Atlanta,GA,tier1_core,high demand metro to metro lane
New York,NY,Charlotte,NC,tier1_core,high demand metro to metro lane
New York,NY,Raleigh,NC,tier1_core,high demand metro to metro lane
New York,NY,Jacksonville,FL,tier1_core,high demand metro to metro lane
New York,NY,Orlando,FL,tier1_core,high demand metro to metro lane
New York,NY,Tampa,FL,tier1_core,high demand metro to metro lane
New York,NY,Miami,FL,tier1_core,high demand metro to metro lane
New York,NY,Newark,NJ,tier1_core,high demand metro to metro lane
New York,NY,Philadelphia,PA,tier1_core,high demand metro to metro lane
New York,NY,Baltimore,MD,tier1_core,high demand metro to metro lane
Newark,NJ,Los Angeles,CA,tier1_core,high demand metro to metro lane
Newark,NJ,Long Beach,CA,tier1_core,high demand metro to metro lane
Newark,NJ,San Francisco,CA,tier1_core,high demand metro to metro lane
Newark,NJ,Oakland,CA,tier1_core,high demand metro to metro lane
Newark,NJ,San Diego,CA,tier1_core,high demand metro to metro lane
Newark,NJ,Phoenix,AZ,tier1_core,high demand metro to metro lane
Newark,NJ,Las Vegas,NV,tier1_core,high demand metro to metro lane
Newark,NJ,Seattle,WA,tier1_core,high demand metro to metro lane
Newark,NJ,Tacoma,WA,tier1_core,high demand metro to metro lane
Newark,NJ,Portland,OR,tier1_core,high demand metro to metro lane
Newark,NJ,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Newark,NJ,Denver,CO,tier1_core,high demand metro to metro lane
Newark,NJ,Dallas,TX,tier1_core,high demand metro to metro lane
Newark,NJ,Fort Worth,TX,tier1_core,high demand metro to metro lane
Newark,NJ,Houston,TX,tier1_core,high demand metro to metro lane
Newark,NJ,San Antonio,TX,tier1_core,high demand metro to metro lane
Newark,NJ,Austin,TX,tier1_core,high demand metro to metro lane
Newark,NJ,Kansas City,MO,tier1_core,high demand metro to metro lane
Newark,NJ,St Louis,MO,tier1_core,high demand metro to metro lane
Newark,NJ,Chicago,IL,tier1_core,high demand metro to metro lane
Newark,NJ,Indianapolis,IN,tier1_core,high demand metro to metro lane
Newark,NJ,Columbus,OH,tier1_core,high demand metro to metro lane
Newark,NJ,Cincinnati,OH,tier1_core,high demand metro to metro lane
Newark,NJ,Cleveland,OH,tier1_core,high demand metro to metro lane
Newark,NJ,Detroit,MI,tier1_core,high demand metro to metro lane
Newark,NJ,Minneapolis,MN,tier1_core,high demand metro to metro lane
Newark,NJ,Milwaukee,WI,tier1_core,high demand metro to metro lane
Newark,NJ,Nashville,TN,tier1_core,high demand metro to metro lane
Newark,NJ,Memphis,TN,tier1_core,high demand metro to metro lane
Newark,NJ,Atlanta,GA,tier1_core,high demand metro to metro lane
Newark,NJ,Charlotte,NC,tier1_core,high demand metro to metro lane
Newark,NJ,Raleigh,NC,tier1_core,high demand metro to metro lane
Newark,NJ,Jacksonville,FL,tier1_core,high demand metro to metro lane
Newark,NJ,Orlando,FL,tier1_core,high demand metro to metro lane
Newark,NJ,Tampa,FL,tier1_core,high demand metro to metro lane
Newark,NJ,Miami,FL,tier1_core,high demand metro to metro lane
Newark,NJ,New York,NY,tier1_core,high demand metro to metro lane
Newark,NJ,Philadelphia,PA,tier1_core,high demand metro to metro lane
Newark,NJ,Baltimore,MD,tier1_core,high demand metro to metro lane
Philadelphia,PA,Los Angeles,CA,tier1_core,high demand metro to metro lane
Philadelphia,PA,Long Beach,CA,tier1_core,high demand metro to metro lane
Philadelphia,PA,San Francisco,CA,tier1_core,high demand metro to metro lane
Philadelphia,PA,Oakland,CA,tier1_core,high demand metro to metro lane
Philadelphia,PA,San Diego,CA,tier1_core,high demand metro to metro lane
Philadelphia,PA,Phoenix,AZ,tier1_core,high demand metro to metro lane
Philadelphia,PA,Las Vegas,NV,tier1_core,high demand metro to metro lane
Philadelphia,PA,Seattle,WA,tier1_core,high demand metro to metro lane
Philadelphia,PA,Tacoma,WA,tier1_core,high demand metro to metro lane
Philadelphia,PA,Portland,OR,tier1_core,high demand metro to metro lane
Philadelphia,PA,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Philadelphia,PA,Denver,CO,tier1_core,high demand metro to metro lane
Philadelphia,PA,Dallas,TX,tier1_core,high demand metro to metro lane
Philadelphia,PA,Fort Worth,TX,tier1_core,high demand metro to metro lane
Philadelphia,PA,Houston,TX,tier1_core,high demand metro to metro lane
Philadelphia,PA,San Antonio,TX,tier1_core,high demand metro to metro lane
Philadelphia,PA,Austin,TX,tier1_core,high demand metro to metro lane
Philadelphia,PA,Kansas City,MO,tier1_core,high demand metro to metro lane
Philadelphia,PA,St Louis,MO,tier1_core,high demand metro to metro lane
Philadelphia,PA,Chicago,IL,tier1_core,high demand metro to metro lane
Philadelphia,PA,Indianapolis,IN,tier1_core,high demand metro to metro lane
Philadelphia,PA,Columbus,OH,tier1_core,high demand metro to metro lane
Philadelphia,PA,Cincinnati,OH,tier1_core,high demand metro to metro lane
Philadelphia,PA,Cleveland,OH,tier1_core,high demand metro to metro lane
Philadelphia,PA,Detroit,MI,tier1_core,high demand metro to metro lane
Philadelphia,PA,Minneapolis,MN,tier1_core,high demand metro to metro lane
Philadelphia,PA,Milwaukee,WI,tier1_core,high demand metro to metro lane
Philadelphia,PA,Nashville,TN,tier1_core,high demand metro to metro lane
Philadelphia,PA,Memphis,TN,tier1_core,high demand metro to metro lane
Philadelphia,PA,Atlanta,GA,tier1_core,high demand metro to metro lane
Philadelphia,PA,Charlotte,NC,tier1_core,high demand metro to metro lane
Philadelphia,PA,Raleigh,NC,tier1_core,high demand metro to metro lane
Philadelphia,PA,Jacksonville,FL,tier1_core,high demand metro to metro lane
Philadelphia,PA,Orlando,FL,tier1_core,high demand metro to metro lane
Philadelphia,PA,Tampa,FL,tier1_core,high demand metro to metro lane
Philadelphia,PA,Miami,FL,tier1_core,high demand metro to metro lane
Philadelphia,PA,New York,NY,tier1_core,high demand metro to metro lane
Philadelphia,PA,Newark,NJ,tier1_core,high demand metro to metro lane
Philadelphia,PA,Baltimore,MD,tier1_core,high demand metro to metro lane
Baltimore,MD,Los Angeles,CA,tier1_core,high demand metro to metro lane
Baltimore,MD,Long Beach,CA,tier1_core,high demand metro to metro lane
Baltimore,MD,San Francisco,CA,tier1_core,high demand metro to metro lane
Baltimore,MD,Oakland,CA,tier1_core,high demand metro to metro lane
Baltimore,MD,San Diego,CA,tier1_core,high demand metro to metro lane
Baltimore,MD,Phoenix,AZ,tier1_core,high demand metro to metro lane
Baltimore,MD,Las Vegas,NV,tier1_core,high demand metro to metro lane
Baltimore,MD,Seattle,WA,tier1_core,high demand metro to metro lane
Baltimore,MD,Tacoma,WA,tier1_core,high demand metro to metro lane
Baltimore,MD,Portland,OR,tier1_core,high demand metro to metro lane
Baltimore,MD,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Baltimore,MD,Denver,CO,tier1_core,high demand metro to metro lane
Baltimore,MD,Dallas,TX,tier1_core,high demand metro to metro lane
Baltimore,MD,Fort Worth,TX,tier1_core,high demand metro to metro lane
Baltimore,MD,Houston,TX,tier1_core,high demand metro to metro lane
Baltimore,MD,San Antonio,TX,tier1_core,high demand metro to metro lane
Baltimore,MD,Austin,TX,tier1_core,high demand metro to metro lane
Baltimore,MD,Kansas City,MO,tier1_core,high demand metro to metro lane
Baltimore,MD,St Louis,MO,tier1_core,high demand metro to metro lane
Baltimore,MD,Chicago,IL,tier1_core,high demand metro to metro lane
Baltimore,MD,Indianapolis,IN,tier1_core,high demand metro to metro lane
Baltimore,MD,Columbus,OH,tier1_core,high demand metro to metro lane
Baltimore,MD,Cincinnati,OH,tier1_core,high demand metro to metro lane
Baltimore,MD,Cleveland,OH,tier1_core,high demand metro to metro lane
Baltimore,MD,Detroit,MI,tier1_core,high demand metro to metro lane
Baltimore,MD,Minneapolis,MN,tier1_core,high demand metro to metro lane
Baltimore,MD,Milwaukee,WI,tier1_core,high demand metro to metro lane
Baltimore,MD,Nashville,TN,tier1_core,high demand metro to metro lane
Baltimore,MD,Memphis,TN,tier1_core,high demand metro to metro lane
Baltimore,MD,Atlanta,GA,tier1_core,high demand metro to metro lane
Baltimore,MD,Charlotte,NC,tier1_core,high demand metro to metro lane
Baltimore,MD,Raleigh,NC,tier1_core,high demand metro to metro lane
Baltimore,MD,Jacksonville,FL,tier1_core,high demand metro to metro lane
Baltimore,MD,Orlando,FL,tier1_core,high demand metro to metro lane
Baltimore,MD,Tampa,FL,tier1_core,high demand metro to metro lane
Baltimore,MD,Miami,FL,tier1_core,high demand metro to metro lane
Baltimore,MD,New York,NY,tier1_core,high demand metro to metro lane
Baltimore,MD,Newark,NJ,tier1_core,high demand metro to metro lane
Baltimore,MD,Philadelphia,PA,tier1_core,high demand metro to metro lane
Los Angeles,CA,Sacramento,CA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Los Angeles,CA,San Jose,CA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Los Angeles,CA,Spokane,WA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Los Angeles,CA,Boise,ID,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Los Angeles,CA,Albuquerque,NM,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Los Angeles,CA,Oklahoma City,OK,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Los Angeles,CA,New Orleans,LA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Los Angeles,CA,Louisville,KY,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Los Angeles,CA,Pittsburgh,PA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Los Angeles,CA,Boston,MA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Los Angeles,CA,Washington,DC,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Long Beach,CA,Sacramento,CA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Long Beach,CA,San Jose,CA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Long Beach,CA,Spokane,WA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Long Beach,CA,Boise,ID,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Long Beach,CA,Albuquerque,NM,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Long Beach,CA,Oklahoma City,OK,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Long Beach,CA,New Orleans,LA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Long Beach,CA,Louisville,KY,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Long Beach,CA,Pittsburgh,PA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Long Beach,CA,Boston,MA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Long Beach,CA,Washington,DC,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
San Francisco,CA,Sacramento,CA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
San Francisco,CA,San Jose,CA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
San Francisco,CA,Spokane,WA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
San Francisco,CA,Boise,ID,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
San Francisco,CA,Albuquerque,NM,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
San Francisco,CA,Oklahoma City,OK,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
San Francisco,CA,New Orleans,LA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
San Francisco,CA,Louisville,KY,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
San Francisco,CA,Pittsburgh,PA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
San Francisco,CA,Boston,MA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
San Francisco,CA,Washington,DC,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Oakland,CA,Sacramento,CA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Oakland,CA,San Jose,CA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Oakland,CA,Spokane,WA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Oakland,CA,Boise,ID,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Oakland,CA,Albuquerque,NM,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Oakland,CA,Oklahoma City,OK,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Oakland,CA,New Orleans,LA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Oakland,CA,Louisville,KY,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Oakland,CA,Pittsburgh,PA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
Oakland,CA,Boston,MA,tier1_to_tier2_expansion,expand into secondary freight node with strong adjacency and search demand
